timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-04-22T02:02:26,codecarbon,8331c14f-9165-4dff-99dd-e30703a4c456,3836.007212162018,0.0190759885176373,4.972876082494618e-06,42.5,0.0,6.0,0.0452847425849901,0,0.0063928839385509,0.0516776265235411,United States,USA,virginia,,,macOS-13.0-arm64-arm-64bit,3.11.4,2.3.5,8,Apple M2,,,-77.09,38.8428,16.0,machine,N,1.0
2024-04-22T03:24:55,codecarbon,805f6b10-8ae2-4710-9c99-d01218c57401,4947.256031990051,0.02460201473853731,4.9728606280845874e-06,42.5,0.0,6.0,0.05840306521753466,0,0.008244790447155636,0.06664785566469036,United States,USA,virginia,,,macOS-13.0-arm64-arm-64bit,3.11.4,2.3.5,8,Apple M2,,,-77.09,38.8428,16.0,machine,N,1.0
